artist,uri,danceability,energy,tempo
Giuseppe Verdi,spotify:track:2oQZI3kLTw2Kz2Xv6iFXqY,0.279,0.0295,78.732
The Kinks,spotify:track:1K61z11CzBUxkwOhtSzq2a,0.406,0.879,172.99400000000003
Vicente Fernández,spotify:track:1iuIcoqjHIQhyYnLoXbFTj,0.609,0.399,114.706
Celia Cruz,spotify:track:0lJ5GhkXTeVU4RVS81wgn4,0.6659999999999999,0.428,114.589
Sammy Masters,spotify:track:4gJfiNBHobaCb52NuYFmw9,0.638,0.598,97.482
Serge Gainsbourg,spotify:track:4dpAswgQ8A6I8NAPFBJ1wM,0.685,0.252,101.303
Nazz,spotify:track:3maplYZcXwQwPcfHHBayk1,0.412,0.226,75.866
The Dave Brubeck Quartet,spotify:track:7r0WdJ2mojWM1ylFLwdERY,0.647,0.321,105.687
Jack Scott,spotify:track:0ValZZqcUDBHJqPZKiGr8D,0.544,0.138,82.186
Marinês E Sua Gente,spotify:track:7aapZOQN8e3Kd031nGfhWG,0.648,0.6990000000000001,104.348
Etta Jones,spotify:track:79nMHWTfds6KJu5zWQbQ4n,0.52,0.0206,118.417
Jolly Abraham,spotify:track:4cNU3hgrHLcc7dlOBMY4mO,0.618,0.507,124.597
Chicho Sánchez Ferlosio,spotify:track:497XfLZGa9onxCHqVhBvYg,0.684,0.199,142.499
Bobby Vinton,spotify:track:39NrjF31xeQSYLWcKmX9oq,0.35600000000000004,0.147,93.402
Françoise Hardy,spotify:track:1EkRsaGdqRqbQYu9k5NShP,0.547,0.544,146.784
The Fortunes,spotify:track:0jTicxxJiLaNlemXwboRCx,0.616,0.515,135.52
Ella Washington,spotify:track:6mu0nDX8yAEELwnBrieAmV,0.35200000000000004,0.368,76.994
Jimmy Dean,spotify:track:34vIkmxGk4J99t0lvngzvX,0.672,0.6409999999999999,166.83700000000005
The Nashville Teens,spotify:track:7iPiOABYfkx6iCTAhtVBbm,0.466,0.34,129.167
Tex Ritter,spotify:track:5C285mitLVNBYDMjI50B89,0.524,0.277,121.865
Toquinho,spotify:track:0zvuW99ORvvWICcv5vGdFa,0.483,0.284,179.64700000000005
Tim Buckley,spotify:track:3J09tJweoMVDYd8Fwjb1Nt,0.358,0.285,83.85799999999998
Ennio Morricone,spotify:track:6ZFg1vTdreiZNg4T4m4HM2,0.35,0.6559999999999999,100.824
The Young Rascals,spotify:track:0XnhQGfqfi5CnZXcONJuI5,0.252,0.507,196.49400000000003
Tommy James & The Shondells,spotify:track:3uqEiaO6MUoM89nLSIs05c,0.6459999999999999,0.911,126.122
The Righteous Brothers,spotify:track:4hpqwNxOhexxVStNtP9T2A,0.748,0.88,112.078
Brenda Lee,spotify:track:1aTHBOr0V8XnbgHSRPyJtg,0.405,0.57,195.855
Dave Brubeck,spotify:track:11lsAp77IGBuiBNiZXxG5K,0.601,0.254,97.7
Bill Black's Combo,spotify:track:6NWuPF6vDIL0N5TTRRlb9x,0.7070000000000001,0.408,89.178
Lou Christie,spotify:track:1cpguRdD11njLNH2ZeWygE,0.649,0.584,139.266
Percy Sledge,spotify:track:1Yv9835JtC2AwHjCMtqj3G,0.467,0.181,69.482
Joan Manuel Serrat,spotify:track:6QAax2ZQE3InIJj1YM0SLz,0.499,0.435,91.119
Lesley Gore,spotify:track:4CihRvhDabPlxNXr9hfxDx,0.516,0.442,124.946
Miklós Rózsa,spotify:track:6I7b12DruRff5oDVv5HGaF,0.191,0.0481,86.855
Glen Campbell,spotify:track:0mLoTgCB8oU0sJGojRtvDu,0.597,0.415,108.987
Maurice Jarre,spotify:track:7D2j2BJCADcO4qsG3vjv7j,0.16899999999999998,0.0866,172.676
Marcos Valle,spotify:track:1PmDnbR4rod9v8MHO2nyaA,0.6759999999999999,0.596,108.709
Bobby Darin,spotify:track:5UHxEcSaG7vwVOSZlM16Dc,0.274,0.313,75.919
Judy Collins,spotify:track:0Cwl389eg6mvLxcaAbV24Z,0.568,0.428,117.115
Captain Beefheart & His Magic Band,spotify:track:0dSHxJsAOSRAP1DzwjgpRI,0.5660000000000001,0.883,120.642
Sue Thompson,spotify:track:2Af6yE62PwymxZV0962qul,0.713,0.523,127.254
Sue Thompson,spotify:track:1N58xQLv5FZ6LgEfcxVByP,0.74,0.5710000000000001,138.06
Bill Black's Combo,spotify:track:6L3TUUw1x872w7nEFVXkyC,0.5720000000000001,0.519,159.202
Grand Funk Railroad,spotify:track:6p37vbN1ckKthSv1XwnJ5N,0.299,0.601,177.442
Gino Marinuzzi,spotify:track:4Y33thSzIdLqJK4cvrYvb8,0.33,0.16699999999999998,81.892
Traditional,spotify:track:2eAn8RzfnjOoPzRaLDLOdp,0.312,0.0541,87.09100000000002
Klaus Schulze,spotify:track:7pyTt1I9RCfxQ8UDvEXoIK,0.17,0.394,101.817
La Sonora Matancera,spotify:track:7x41TngFcT6DItb0VLixAO,0.815,0.342,125.153
Ultimate Spinach,spotify:track:7xCxwxyWLEygdGaewwmVZS,0.508,0.413,119.14
Bobby Goldsboro,spotify:track:4QBAiXG5GqENph08jFmVmt,0.69,0.313,106.701
Alice Coltrane,spotify:track:7HtT733GxEaWmyWuiph16t,0.412,0.401,120.355
Glen Campbell,spotify:track:1o9VePckQ360ICcIl2Kil4,0.312,0.335,90.864
The Fireballs,spotify:track:5BbWSTKpLcoc3MMVHLBDoO,0.6990000000000001,0.573,122.3
Nancy Sinatra,spotify:track:2UDvFt9DihkjhaNY5Ak50d,0.274,0.525,78.535
Joey Dee & the Starliters,spotify:track:0PpKIflXVp3MZul2k0LP28,0.515,0.633,194.203
Elvis Presley,spotify:track:6L0bHTV6hf9UL6uCezlJCC,0.182,0.828,187.937
Joan Manuel Serrat,spotify:track:3hx9T4CWGDvMbINMBfyrnW,0.545,0.59,100.835
Sonny & Cher,spotify:track:6JgT4lmoHb3mkw8EB7BMY1,0.452,0.78,136.799
Oliver,spotify:track:0XoTz3HTFkhyji6BHGkjNF,0.6940000000000001,0.541,125.012
The Drifters,spotify:track:0fFY4JvHfSkChtwlGNtE38,0.426,0.44,131.34799999999998
Dueto America,spotify:track:1MPcL147D1vrnOOZUAAihx,0.424,0.262,161.732
Françoise Hardy,spotify:track:51MtRpAR2VNqNK9UzMfSOW,0.194,0.6859999999999999,197.634
Gloria Lynne,spotify:track:0kXKFTtDpUjSNsbpixifKv,0.6409999999999999,0.441,116.795
Gilberto Gil,spotify:track:5g8pYXAK1vS7eEEHo1Gpk6,0.627,0.325,90.802
Alice Coltrane,spotify:track:7fsN0TviUhNKimmj4o72wp,0.236,0.396,79.214
Ella Fitzgerald,spotify:track:7549epm7P9NV1zTMfKBI8m,0.568,0.628,140.89700000000005
Andy Williams,spotify:track:1zXpbZZZ9Lb81ZrTqOzW1m,0.145,0.242,84.301
Ramsey Lewis Trio,spotify:track:4EuFMPZc9DLVC2Rwg8hXPK,0.628,0.6459999999999999,113.629
Bobby Vinton,spotify:track:4YNKYvRIvrIqcrJNv1u4v0,0.455,0.265,76.005
Kevin Ayers,spotify:track:5f1IZwlYAP2cXhdE5CLwKN,0.557,0.35200000000000004,80.723
Skip James,spotify:track:2DFOdwm28OOsrHkdI8ZSrG,0.654,0.0693,67.638
Jimmy Hughes,spotify:track:1tG3zCppK6MN013nd36B3E,0.583,0.508,93.848
Antônio Carlos Jobim,spotify:track:6Zi28ekGLWTu51failAg9H,0.448,0.219,114.655
Nicole Croisille,spotify:track:55ufHLifQbU9DMK1smJol8,0.378,0.4920000000000001,130.113
Leno e Lilian,spotify:track:0B4cvoNEavcyKMkKRQIb6w,0.607,0.738,117.392
The Blue-Belles,spotify:track:5j4ESfe75Odr8d6I7OLRji,0.5479999999999999,0.8059999999999999,139.75
Eydie Gormé,spotify:track:20eWyudcQeIKnOjqz1qT7u,0.632,0.35100000000000003,104.958
Jeannie C. Riley,spotify:track:2qHG3p5MBUvTqhrGRbAly8,0.643,0.7070000000000001,188.001
The McGuire Sisters,spotify:track:2Oy8RjlzGSZuNtmnqTHQq2,0.444,0.386,123.929
The Fireballs,spotify:track:1VRNzpqIpIrYjOGQSDZv9G,0.725,0.934,108.995
The Incredible String Band,spotify:track:3b0QRCma32JntbrXZzH1ra,0.5589999999999999,0.376,135.981
Raimon,spotify:track:74qiE8RbtpaR7GjZjKA41y,0.374,0.171,70.97399999999998
Peter And Gordon,spotify:track:0s7JK7h4rlpAYG0pEJC9Ow,0.311,0.775,96.158
Bertha Tillman,spotify:track:6WGFdJ3lRB7e0VDNEzpiAh,0.451,0.3670000000000001,95.465
Johnny Tillotson,spotify:track:4sA2uCxAu5TCVbNiCT7xL7,0.504,0.524,138.754
Ary Lobo,spotify:track:3122oGYMHxXEaLChMS8yL5,0.6,0.6809999999999999,108.157
Francy Boland,spotify:track:6uMqqwq37Kb72cY0iEyhlm,0.525,0.698,117.956
Jo Ann Campbell,spotify:track:2YcdopKk8LZBo9Ffoh7LEO,0.6,0.485,157.789
English Chamber Orchestra,spotify:track:5gxpXAY1yfUrKhFExchfg6,0.465,0.16399999999999998,135.423
Grateful Dead,spotify:track:6XHEjACwsfnsQn7oB1liZW,0.425,0.615,103.299
Harry Belafonte,spotify:track:2iAmBkmQ0LcZVKD4CXkMF1,0.5760000000000001,0.201,108.999
Vic Dana,spotify:track:2I88KzN9B9y7H0p81NtTiI,0.179,0.0307,85.228
Ferrante & Teicher,spotify:track:5MXbEWZpjoFoyo8yHgbY9s,0.383,0.355,151.22799999999995
Ronnie Hawkins,spotify:track:6i7dDE9EjyRwy1Ilm1Mh6d,0.459,0.219,106.617
Patsy Cline,spotify:track:6h12N1HCsDbrY2uY0NHfKb,0.498,0.17,69.166
McCoy Tyner,spotify:track:5XHy3wwIuovcZObZI4v7s5,0.393,0.7170000000000001,135.998
Jerry Adriani,spotify:track:1k7H9KcrtJDF4ihTugKbyl,0.5579999999999999,0.441,109.239
Wolfgang Amadeus Mozart,spotify:track:5vcAqOGGWFecAnMLG4iSAL,0.279,0.128,94.01
Little Willie John,spotify:track:4YDjNlJUlrwKaSCBtKmHX0,0.29,0.493,94.413
Solomon Burke,spotify:track:5k3lU88VEF8WYlzYjkZ0FL,0.591,0.613,113.311
Bobby Goldsboro,spotify:track:4Su0s11An3mZPnMiPxD0fn,0.8759999999999999,0.527,129.145
Jerry Butler,spotify:track:1dM6Ev8R0vTtj2QX5pw9Xq,0.5760000000000001,0.442,90.176
Brenda Lee,spotify:track:3XqTmJFE8Tnm0hn5dNeUEG,0.547,0.195,85.45700000000002
Frank Zappa,spotify:track:4NTPqrJOiH2s5TIBw76Ooh,0.147,0.495,82.29
Frank Zappa,spotify:track:65KDQ3Ge2OlIrRhMCQA9cK,0.246,0.6920000000000001,97.566
The Rooftop Singers,spotify:track:25w19pmXnbdbkXZAXjEZxE,0.675,0.5589999999999999,142.763
The Beatles,spotify:track:19QXdPRZFHI5kNK3tN8Mh7,0.67,0.7759999999999999,96.93
Freddy Cannon,spotify:track:6ADpATV1CEeBzOrHtklKdW,0.462,0.894,165.987
Jerry Adriani,spotify:track:5N3L0xjDmVPmsdyAMxpRw5,0.172,0.638,71.839
The Shangri-Las,spotify:track:6Dmrx1BOxZXTc2p3W8ezTh,0.527,0.354,96.022
Peter Thomas,spotify:track:27sC63PPa9F26tY6P63crG,0.379,0.76,104.152
Aretha Franklin,spotify:track:3uK6SqdNXutPBNi6vUenpt,0.516,0.892,184.194
Steppenwolf,spotify:track:4MhaifZyR0ojpjv80l54qQ,0.6,0.852,126.201
Connie Francis,spotify:track:1tM2BQzEMJ5f9siQ9ZjM6P,0.486,0.464,107.991
Ennio Morricone,spotify:track:1S1JlOrGDpkbVhWCsOjUIh,0.326,0.52,128.029
La Sonora Matancera,spotify:track:2Qjuai9mCP4WnWEIMjZicm,0.7020000000000001,0.631,102.056
Johnny Horton,spotify:track:5D9WxxdVOHUeBVMkVmQxZm,0.653,0.578,103.166
Giacomo Puccini,spotify:track:1goUDjg9aZtZ31dfKt1e6f,0.311,0.04,82.53
Frank Zappa,spotify:track:234lDqfTfxGXQkwwcFVtWh,0.345,0.845,112.418
The Tremeloes,spotify:track:0tY6WuVkmCth6YHl8xKrew,0.436,0.565,112.169
Simon & Garfunkel,spotify:track:3g2fYZW5v2od8KIF7VktT0,0.336,0.248,128.548
Amon Düül,spotify:track:3ZoFDhbq9n8X0fO4Qx4meq,0.214,0.6679999999999999,95.258
Dean Martin,spotify:track:11MPqDv9WZhq4Ma6cT2SJV,0.35100000000000003,0.523,108.309
Scott Walker,spotify:track:7tkPePRet9uEbrHz3cIeid,0.336,0.934,200.827
Bobby Vee,spotify:track:1oB6UQzxeh4E6dLnTjTQnd,0.479,0.388,126.776
Gilbert,spotify:track:6Ltfj5qjIGC62sY3EWF3dW,0.514,0.446,145.749
The Fantastic Johnny C,spotify:track:33HKkBoXOgay5WwagMhOiC,0.725,0.547,151.049
Giuseppe Verdi,spotify:track:2qRy5GZjE7XCMwR9JWi8ra,0.35200000000000004,0.152,81.602
The Dave Clark Five,spotify:track:2M1VbzRJZx2kdeAwLWG0Ul,0.4320000000000001,0.913,140.912
Maynard Ferguson,spotify:track:7rb9CCTLVhmG9R4TauJ7lG,0.233,0.314,84.00299999999999
Raimon,spotify:track:6JHCDuSxWv86tO4q7U0E0U,0.6609999999999999,0.142,134.332
Ary Lobo,spotify:track:0W9XiBnCUsjtjn4SQ40oa8,0.741,0.838,131.868
O.C. Smith,spotify:track:63UCz2y3eAmYkkuKZ9WnsT,0.657,0.562,145.326
"Bobby ""Boris"" Pickett",spotify:track:43LrsP1XmJwj7AzVRoYmL1,0.632,0.607,134.259
Louis Untermeyer,spotify:track:3VLlGB9sngPb8QxBILPb8t,0.6629999999999999,0.228,98.383
Vicente Fernández,spotify:track:78NUt26zfLQ6PUaToCfCgY,0.35100000000000003,0.337,96.736
The Cyrkle,spotify:track:1Cw4wNWzSc9oSeE335I8fw,0.446,0.3720000000000001,164.65599999999995
Ultimate Spinach,spotify:track:5lm7k0Ro1O2FZOuDGniTsS,0.542,0.8759999999999999,143.83100000000005
Jr. Walker & The All Stars,spotify:track:5TbHBh0nrOLkgYmIWk7Q0l,0.677,0.738,127.081
Traditional,spotify:track:6xxOrTSYZZ5Cszw6hrvs6U,0.412,0.443,137.335
Smokey Robinson & The Miracles,spotify:track:0T7zBRcchKYBl9g3ZZhyf4,0.593,0.483,98.934
The Orlons,spotify:track:57rCNFS9Cfdg09dNHSAuwM,0.769,0.696,112.842
The Swinging Blue Jeans,spotify:track:5Yi1Fh3yymr9lwFYFCjtk0,0.404,0.711,146.643
Stelvio Cipriani,spotify:track:3QhravL9Sh1rwELH9qO1Ny,0.769,0.14,104.938
Laurie Johnson,spotify:track:1wY3wJUevWHCcmYuc0kjxA,0.6,0.716,99.644
La Sonora Matancera,spotify:track:4FhfLWf2KCHIBDc65sTH27,0.7809999999999999,0.458,101.204
Aaron Neville,spotify:track:33vOmVmYIgn4QGUc0ooNio,0.421,0.34700000000000003,181.566
Tito Puente,spotify:track:3FCN9xduajof2MGIJbWdGe,0.7140000000000001,0.941,102.102
Raimon,spotify:track:7oHyuQEoENfX1rVjyZb8n4,0.375,0.239,176.52200000000005
Slim Harpo,spotify:track:4BbLz6pVP5oXl2plR7HLMZ,0.802,0.455,122.853
Maxine Brown,spotify:track:5hNgmiVNNQjgaoi7o5dwJR,0.407,0.411,97.608
Bobby Vinton,spotify:track:6cyuQP6SxQkYiF3zLKQL8Y,0.546,0.254,102.183
Connie Francis,spotify:track:2JQ3vENt8gCpeqpNfs1CW1,0.609,0.58,131.137
The Capitols,spotify:track:1CQHMHRCDs1qioeseVTbaR,0.7040000000000001,0.574,83.955
The Coasters,spotify:track:3mc4hySxLwW78CIR1R89dg,0.655,0.541,145.19799999999995
Jane Morgan,spotify:track:2oiLl1u7qg6LZZA595Ok4d,0.251,0.188,95.542
King Fighter,spotify:track:24I7WJp0VjeSp7dxgtAIHv,0.585,0.419,90.823
Wanda Warska,spotify:track:53avVQzQ1z5Mt7Yvebe9wA,0.294,0.204,189.83
D. G. S. Dhinakaran,spotify:track:4eRCQJ7hml0bJG5kFIPm1B,0.358,0.343,97.458
Toquinho,spotify:track:6JmUTFFUShrJCk7PeTQ1yo,0.581,0.189,80.602
Gal Costa,spotify:track:1ExRxAIsaxnN4OU0wnW5h7,0.396,0.484,145.493
The Beatles,spotify:track:4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,130.726
John Denver,spotify:track:1mBmoa0Sb97lIvrvS5Acz5,0.633,0.5720000000000001,115.262
Walter Jackson,spotify:track:2cLZdMFit9ecOGvwYfTeoO,0.452,0.378,125.347
George Gruntz Concert Jazz Band,spotify:track:4o7V1PQdnoakMp9FkNL7iw,0.392,0.339,85.351
Edvard Grieg,spotify:track:5zhuWncJsBKrQ1HhmAKNAg,0.442,0.219,118.777
Serge Gainsbourg,spotify:track:4t4siPa5d3Spk0zJoEUnl6,0.693,0.364,128.088
Frank Zappa,spotify:track:1BHQxPjzWA90jc6dPqQFmT,0.581,0.5820000000000001,129.446
Denise Levertov,spotify:track:1s3zxuqlXBgSpb0yZmvNpg,0.6990000000000001,0.0707,105.029
Gustav Mahler,spotify:track:38yf0nViZCNs4g8akrOH2Y,0.282,0.0416,107.938
Sounds Orchestral,spotify:track:38KTIenSEnoGNGLUrYdFLV,0.5589999999999999,0.31,128.691
Fats Domino,spotify:track:5GDEfcMNVgjK9dvLtVHJT3,0.638,0.221,76.013
The Lovin' Spoonful,spotify:track:6lTQUF6os6Y400rkjWb30B,0.42,0.43,97.196
Ben E. King,spotify:track:3qjPP3g5q2Pd6SIJg9Bi4Q,0.555,0.546,90.618
Skeeter Davis,spotify:track:0ijOfCj9PHvhnrX6WXrQns,0.552,0.6659999999999999,120.292
Giacomo Puccini,spotify:track:1UjYOLq5nwH0h5fUanHjw9,0.35100000000000003,0.114,47.371
The Incredible String Band,spotify:track:5eHRNo1zgDZbX7P7zMxTsD,0.211,0.118,113.574
Tito Puente,spotify:track:3vWf5deyvPAiZ5qg5QUQgf,0.6729999999999999,0.76,113.521
Jacques Brel,spotify:track:3bJINPQV4OvL09THNILfvW,0.446,0.368,112.19
Big Maybelle,spotify:track:7eotSbuPkqE4DkvsSZLUM6,0.696,0.851,119.479
Porter Wagoner,spotify:track:5b3Bvd2m81gEQRWrShNkx2,0.643,0.504,91.688
Tito Puente,spotify:track:4Wc0HmFNAN8d1OyvmlN3aZ,0.568,0.579,128.83100000000002
The 5th Dimension,spotify:track:6NWH4A39SBMN04IdVuTV2c,0.411,0.57,162.954
The Beatles,spotify:track:3k6zSunlStXxWF0s1063lk,0.5529999999999999,0.71,137.717
The Browns,spotify:track:2ufKeWC3w9cX7xsh92ogqR,0.457,0.228,96.324
La Sonora Matancera,spotify:track:17gFNj22X8B3HfxXHKBCXV,0.565,0.693,103.926
The Ronettes,spotify:track:2WnqwGtx6qbD3HFpj4NeJy,0.467,0.7140000000000001,144.915
The Critters,spotify:track:3CPNbSbr5N0p32ACDKq30h,0.563,0.459,111.308
Dorsey Burnette,spotify:track:5lgNRKqoMZIfjL4waBliDu,0.602,0.411,134.25
Gene Chandler,spotify:track:6Hy22YDN9HJMRlJP1LwnJy,0.422,0.28,100.839
Yusef Lateef,spotify:track:7yzM0pEseQUpb6BMViOPEA,0.522,0.379,133.69799999999998
Ronnie Hawkins,spotify:track:4nP921OUw1Uxp06ElL3SVf,0.53,0.0929,98.067
Burl Ives,spotify:track:7kPBXSztfUExKSKmf8uvmp,0.57,0.189,136.594
Gilberto Gil,spotify:track:0YZ0OmbVygeAwTirvo2Yji,0.534,0.295,122.027
Jr. Walker & The All Stars,spotify:track:10EeysK2xPjkUT7DxPAKFG,0.6779999999999999,0.7440000000000001,122.297
Harry Belafonte,spotify:track:4ArEfYIu4K3CrCt7YiafL1,0.326,0.21600000000000005,110.325
Tito Puente,spotify:track:71hzWVUcGKQc7ZbjQRQfMR,0.384,0.235,75.137
Marty Robbins,spotify:track:6fPfnKoiVqv4F9yQjQi7Pf,0.4270000000000001,0.218,76.396
Harry Belafonte,spotify:track:08d9PajDfvcyZi2pq1oO9G,0.599,0.964,137.215
Ludwig van Beethoven,spotify:track:4HYkUtgKploAEhKbUqHa8w,0.231,0.266,76.859
Ary Lobo,spotify:track:2XxFdlIyYiKkGUTA7NDI1O,0.5670000000000001,0.735,99.36
Giacomo Puccini,spotify:track:1ySTMO2PrXV254zlGIeCG0,0.218,0.306,131.789
Toquinho,spotify:track:6B437BHdpvTmFI6jSRnUte,0.38,0.374,86.696
Javier Solís,spotify:track:2AXyKD5PbxbCBElAOARwlZ,0.463,0.29600000000000004,100.626
Syd Dale,spotify:track:5FpeWxms1mq3UhdB4Acltp,0.365,0.97,110.122
The Everly Brothers,spotify:track:5kr5oIPoXcl7eJXHRQGyoS,0.544,0.5539999999999999,123.523
Barbara Lynn,spotify:track:3xHOt6O0vNBX1U3wYsc14y,0.7070000000000001,0.438,108.87
Sérgio Ricardo,spotify:track:2Xsi9cyS4hWd5H1MXuH58y,0.563,0.33,83.444
Raimon,spotify:track:32bno9TZNnsg2kk6W29znl,0.4970000000000001,0.527,118.74
Gilberto Gil,spotify:track:3x3uXj4WZLO8wcEaoikdUp,0.454,0.57,84.745
The Friends Of Distinction,spotify:track:354oJ0prNvlmvopjdUI1mE,0.504,0.7020000000000001,91.227
P. Susheela,spotify:track:4kfQNobBWvbszdgaktOOGb,0.504,0.261,136.969
Carlo Savina,spotify:track:7suJa0n4zV6KFpd1J5BjiC,0.454,0.225,185.436
Lulu,spotify:track:0gBFr7N2D1GfhkXIIepIGG,0.546,0.399,97.142
The Parade,spotify:track:4E6yRmGk4v1bcMhQbUuv2s,0.454,0.405,139.185
Joe Simon,spotify:track:0c4BoeISOo9Tyhb5eOpTcH,0.56,0.26,88.041
Gioachino Rossini,spotify:track:59mErOMx53NupZrB6G9nDo,0.371,0.103,71.078
Enrique Guzman,spotify:track:4pKcxUNZmpesaBrwOva9jA,0.311,0.398,79.686
Ernie Freeman,spotify:track:41P1mrjKY2e0jaWKjjqkEh,0.647,0.648,78.181
Bobby Rydell,spotify:track:5fxChRcnmyk2en0r5YMF6E,0.586,0.431,104.757
John Barry,spotify:track:4DvjJm1ynF2SSkTQFDWfYx,0.0934,0.0988,81.20100000000002
Simon & Garfunkel,spotify:track:2GB8OypbvrvCee61FKx5dp,0.4970000000000001,0.59,142.02700000000004
Bo Diddley,spotify:track:3Caj3EuBDu2cpjpFNNTXLL,0.753,0.655,116.957
Charles Aznavour,spotify:track:7xIXHiCgvuaVXWXUIHMlFq,0.457,0.436,103.821
Lesley Gore,spotify:track:6F6F3EX3FEntkWZKNjvEoL,0.546,0.483,116.625
Claude Bolling,spotify:track:0GGHvFu6qPvWSxneaTeZQD,0.486,0.593,146.70600000000005
Françoise Hardy,spotify:track:6KIgsuo0xLZvbiWflLaIku,0.314,0.3670000000000001,86.095
Javier Solís,spotify:track:6Xban6VhLTbJQlTSfAm0tU,0.324,0.345,92.664
Antônio Carlos Jobim,spotify:track:0e3Ee7SD6SixrV6UETVJAl,0.447,0.342,146.233
The Everly Brothers,spotify:track:4LtxC3X0kRYvzp4dn2L2ol,0.515,0.334,103.922
Glen Campbell,spotify:track:0bbazTsBa37DXVBl3RwBfu,0.598,0.524,86.97200000000002
Traditional,spotify:track:5g1aCVqA5zNbDN3CvSVU5S,0.224,0.268,80.797
Antônio Carlos Jobim,spotify:track:1nOycGR93QB7zN5wwLwEy9,0.37,0.229,114.618
Bill Anderson,spotify:track:0R6PIalA9f5AQgD6DQk5gz,0.535,0.236,94.351
Ben E. King,spotify:track:0nGFjSLODdvEj7npKMU8GG,0.384,0.456,94.055
Ennio Morricone,spotify:track:60uYxnC7F4dpM88PbBWxb9,0.284,0.325,109.139
The Flares,spotify:track:1bjBcWpWi8XcswofFwJLtH,0.7609999999999999,0.7659999999999999,125.197
The Ikettes,spotify:track:0tgwJKFJ7Itl5d386q5QkJ,0.6659999999999999,0.385,111.003
Jack Ross,spotify:track:2m11fXXHvmwvxjsEDpgAIW,0.581,0.778,82.459
William Bell,spotify:track:3PLKsooF2oGUBdGzblvOlI,0.451,0.203,141.951
The Cherry People,spotify:track:5A7X68HGl6MzeBQdRQzUmo,0.636,0.787,140.84
Joan Manuel Serrat,spotify:track:3uoRVqCPOE83GHX02lyOTl,0.44,0.192,96.151
Giuseppe Verdi,spotify:track:7EO0hhhhLf0oJmnpckbLEI,0.31,0.16399999999999998,86.935
Harry Belafonte,spotify:track:1M1npVgMPXHZSZ1oHfyIpI,0.508,0.112,101.151
The Duprees,spotify:track:6jrYoVT4aLDd9VyC32aqYY,0.16399999999999998,0.31,189.83900000000003
Piero Piccioni,spotify:track:7BvFzvOxGgJnaP2l9ck4ku,0.14300000000000002,0.0105,100.721
Georges Delerue,spotify:track:6ruAWGZN5Q28CxXD3Pb613,0.18,0.0607,102.109
The Dixie Cups,spotify:track:2xZPpUIcajScKX99PH0fD9,0.918,0.489,100.406
Andy Williams,spotify:track:39fUc1PFMJdOUJrSWrPuYp,0.429,0.602,157.10299999999995
Sam Cooke,spotify:track:6gKqhbNsePszT9pyRtBlKN,0.588,0.701,93.13
Barry McGuire,spotify:track:2OzNYmuerhhV0FVX97UJrb,0.564,0.61,125.387
Ben E. King,spotify:track:63ad8aVVsWieYeG7oqW4Kb,0.505,0.248,130.457
Francis Lai,spotify:track:5rKx3ZR500dilbib3OFm4E,0.234,0.304,121.647
The Supremes,spotify:track:2WjW8DjQru6Ic4KvYDqLys,0.696,0.521,121.215
Bobby Vinton,spotify:track:6TvAEPaJCqLnLP4tLzbjFc,0.277,0.289,95.567
Archie Shepp,spotify:track:2zLWgKDBe5BrI78r6XFyjj,0.389,0.195,85.8
Stelvio Cipriani,spotify:track:28fVjC6pre8eKN0a4pRctG,0.597,0.0385,58.53
Sam Cooke,spotify:track:1msykqPE0qoZig4nb9khI0,0.597,0.64,92.422
George Jones,spotify:track:3xsMYWnmdjSMLU8tVLVCVV,0.5,0.199,91.819
Gábor Szabó,spotify:track:2NgC1cZ0A2MNXePeUZAtrA,0.435,0.8340000000000001,114.13
Raimon,spotify:track:73SDruTELFTfdZTKavvpK8,0.506,0.131,97.499
Vicente Fernández,spotify:track:4dmzqj7fgbbRp5x3QgzvaE,0.506,0.429,98.25
Richard Chamberlain,spotify:track:7sgZ29LuSDARfMQ3YdhNo3,0.23,0.132,79.273
Bobby Goldsboro,spotify:track:07uKak8a1SbavJwBS2moSi,0.722,0.515,133.857
The Yardbirds,spotify:track:1sLciXCWuOQOTVWlvSt82B,0.633,0.645,104.005
Traditional,spotify:track:7qWhucC3fQeLik2ohvxVgE,0.163,0.155,79.251
Jerry Goldsmith,spotify:track:2YSWhZWxsiPjZWdsU428QX,0.133,0.00345,144.19899999999996
The Isley Brothers,spotify:track:5e5vU8SzgEWmRsEaQWD3c3,0.632,0.573,123.34
James Phelps,spotify:track:0LkmP9Tx6wINTg7HtyTJ5W,0.6709999999999999,0.477,95.543
Lesley Frost,spotify:track:6fV1eOYWLpitr4SKNH9hHz,0.711,0.13699999999999998,128.265
Angelo Francesco Lavagnino,spotify:track:3JxrgeqwmWrzhFSpMwotU3,0.503,0.32,122.202
John Lee Hooker,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,0.441,0.455,160.9
Frank Sinatra,spotify:track:1KrJhqZF4HJ2y8Z5O7zyWT,0.225,0.16699999999999998,94.173
Jimmy McGriff,spotify:track:7oHFJ7VuwjeAvEgQbEmM8r,0.853,0.63,115.674
Joe Henderson,spotify:track:2QEDCc7EGEtU6s2oRALM6r,0.48,0.454,65.919
André Hossein,spotify:track:46OJAuFbmy2wUXjEyeRYC3,0.322,0.391,87.609
